"Compound","Dose","Cell line","DepMap ID","Culture","Pool","Vehicle","log2 fold-change","Viability"
"AZ-628","0.004572","KLE_ENDOMETRIUM","ACH-000293","PR300","P949.PRN3","DMSO","-0.581","0.669"
"AZ-628","1.111","HCT116_LARGE_INTESTINE","ACH-000971","PR500","P104","DMSO","-0.577","0.67"
"AZ-628","0.3704","IHH4_THYROID","ACH-001528","PR300","P121","DMSO","-0.577","0.67"
"AZ-628","0.004572","RERFLCAD2_LUNG","ACH-000774","PR500","P109","DMSO","-0.578","0.67"
"AZ-628","0.004572","GAMG_CENTRAL_NERVOUS_SYSTEM","ACH-000098","PR500","P111","DMSO","-0.578","0.67"
"AZ-628","10.0","SISO_CERVIX","ACH-001650","PR300","P124","DMSO","-0.575","0.671"
"AZ-628","10.0","BOKU_CERVIX","ACH-001451","PR300","P125","DMSO","-0.575","0.671"
"AZ-628","1.111","NOZ_LIVER","ACH-001607","PR300","P123","DMSO","-0.576","0.671"
"AZ-628","3.333","SW1573_LUNG","ACH-000677","PR500","P103","DMSO","-0.575","0.671"
"AZ-628","0.01372","BT12_SOFT_TISSUE","ACH-000160","PR300","P956.PRN.2","DMSO","-0.576","0.671"
"AZ-628","0.04115","A1207_CENTRAL_NERVOUS_SYSTEM","ACH-000283","PR300","P947.PRN3","DMSO","-0.575","0.671"
"AZ-628","0.004572","HUPT3_PANCREAS","ACH-000118","PR500","P117","DMSO","-0.576","0.671"
"AZ-628","0.004572","NCIH441_LUNG","ACH-000638","PR300","P947.PRN3","DMSO","-0.576","0.671"
"AZ-628","10.0","U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001677","PR300","P953.PRN.2","DMSO","-0.573","0.672"
"AZ-628","1.111","YSCCC_BILIARY_TRACT","ACH-001864","PR300","P124","DMSO","-0.573","0.672"
"AZ-628","3.333","CAL12T_LUNG","ACH-000826","PR500","P101","DMSO","-0.573","0.672"
"AZ-628","3.333","NCIH2228_LUNG","ACH-000447","PR500","P120","DMSO","-0.574","0.672"
"AZ-628","3.333","MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000763","PR300","P953.PRN.2","DMSO","-0.573","0.672"
"AZ-628","0.1235","HCT116_LARGE_INTESTINE","ACH-000971","PR500","P104","DMSO","-0.573","0.672"
"AZ-628","0.1235","JHOM1_OVARY","ACH-000237","PR500","P116","DMSO","-0.573","0.672"
"AZ-628","0.01372","CAL51_BREAST","ACH-000856","PR500","P110","DMSO","-0.573","0.672"
"AZ-628","10.0","EFO27_OVARY","ACH-000936","PR500","P102","DMSO","-0.572","0.673"
"AZ-628","10.0","MDAMB361_BREAST","ACH-000934","PR300","P949.PRN3","DMSO","-0.572","0.673"
"AZ-628","10.0","SHP77_LUNG","ACH-000790","PR300","P956.PRN.2","DMSO","-0.572","0.673"
"AZ-628","1.111","HEC1A_ENDOMETRIUM","ACH-000954","PR500","P107","DMSO","-0.571","0.673"
"AZ-628","1.111","PC3_PROSTATE","ACH-000090","PR500","P113","DMSO","-0.571","0.673"
"AZ-628","3.333","CCSW1_BILIARY_TRACT","ACH-001960","PR300","P122","DMSO","-0.572","0.673"
"AZ-628","0.1235","SNUC2A_LARGE_INTESTINE","ACH-000967","PR500","P107","DMSO","-0.572","0.673"
"AZ-628","0.3704","DKMG_CENTRAL_NERVOUS_SYSTEM","ACH-000244","PR500","P119","DMSO","-0.571","0.673"
"AZ-628","0.01372","DV90_LUNG","ACH-000925","PR500","P111","DMSO","-0.571","0.673"
"AZ-628","0.004572","BFTC905_URINARY_TRACT","ACH-000802","PR500","P109","DMSO","-0.57","0.673"
"AZ-628","0.004572","LMSU_STOMACH","ACH-000255","PR500","P114","DMSO","-0.571","0.673"
"AZ-628","0.004572","YSCCC_BILIARY_TRACT","ACH-001864","PR300","P124","DMSO","-0.572","0.673"
"AZ-628","10.0","UPCISCC111_UPPER_AERODIGESTIVE_TRACT","ACH-001696","PR300","P122","DMSO","-0.57","0.674"
"AZ-628","0.1235","EMTOKA_ENDOMETRIUM","ACH-001495","PR300","P125","DMSO","-0.569","0.674"
"AZ-628","0.01372","HS939T_SKIN","ACH-000814","PR500","P114","DMSO","-0.568","0.674"
"AZ-628","0.004572","OVTOKO_OVARY","ACH-000663","PR500","P114","DMSO","-0.569","0.674"
"AZ-628","0.004572","SNUC4_LARGE_INTESTINE","ACH-000959","PR500","P114","DMSO","-0.568","0.674"
"AZ-628","0.004572","PECAPJ49_UPPER_AERODIGESTIVE_TRACT","ACH-000735","PR500","P116","DMSO","-0.569","0.674"
"AZ-628","0.004572","JHH7_LIVER","ACH-000848","PR500","P118","DMSO","-0.569","0.674"
"AZ-628","3.333","SNU1105_CENTRAL_NERVOUS_SYSTEM","ACH-000368","PR500","P116","DMSO","-0.566","0.675"
"AZ-628","3.333","UMUC11_URINARY_TRACT","ACH-001413","PR300","P123","DMSO","-0.566","0.675"
"AZ-628","3.333","A673_BONE","ACH-000052","PR300","P945.PRN3","DMSO","-0.566","0.675"
"AZ-628","3.333","U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001677","PR300","P953.PRN.2","DMSO","-0.566","0.675"
"AZ-628","0.004572","HCC78_LUNG","ACH-000562","PR500","P109","DMSO","-0.568","0.675"
"AZ-628","0.004572","SNU878_LIVER","ACH-000686","PR300","P948.PRN3","DMSO","-0.567","0.675"
"AZ-628","3.333","PEA1_OVARY","ACH-001628","PR300","P123","DMSO","-0.566","0.676"
"AZ-628","0.3704","RMSYM_SOFT_TISSUE","ACH-002048","PR300","P123","DMSO","-0.566","0.676"
"AZ-628","0.004572","BT549_BREAST","ACH-000288","PR500","P119","DMSO","-0.564","0.676"
"AZ-628","10.0","SNU1196_BILIARY_TRACT","ACH-000461","PR500","P113","DMSO","-0.563","0.677"
"AZ-628","10.0","NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000168","PR300","P954.PRN.2","DMSO","-0.562","0.677"
"AZ-628","1.111","PA1_OVARY","ACH-001374","PR300","P121","DMSO","-0.562","0.677"
"AZ-628","0.1235","CAKI1_KIDNEY","ACH-000433","PR500","P103","DMSO","-0.562","0.677"
"AZ-628","0.004572","T24_URINARY_TRACT","ACH-000018","PR500","P101","DMSO","-0.562","0.677"
"AZ-628","0.004572","NCIH1915_LUNG","ACH-000434","PR500","P120","DMSO","-0.563","0.677"
"AZ-628","0.004572","AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000838","PR300","P950.PRN.2","DMSO","-0.562","0.677"
"AZ-628","1.111","S117_THYROID","ACH-000037","PR500","P110","DMSO","-0.562","0.678"
"AZ-628","3.333","RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000398","PR300","P950.PRN.2","DMSO","-0.561","0.678"
"AZ-628","0.004572","CAMA1_BREAST","ACH-000783","PR500","P113","DMSO","-0.561","0.678"
"AZ-628","0.004572","COV434_OVARY","ACH-000123","PR500","P119","DMSO","-0.561","0.678"
"AZ-628","0.004572","TUHR4TKB_KIDNEY","ACH-000495","PR500","P120","DMSO","-0.56","0.678"
"AZ-628","0.004572","NB1_AUTONOMIC_GANGLIA","ACH-000804","PR300","P946.PRN3","DMSO","-0.56","0.678"
"AZ-628","0.004572","IGR39_SKIN","ACH-000550","PR300","P947.PRN3","DMSO","-0.561","0.678"
"AZ-628","0.004572","SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000122","PR300","P954.PRN.2","DMSO","-0.56","0.678"
"AZ-628","0.3704","SNU61_LARGE_INTESTINE","ACH-000532","PR500","P103","DMSO","-0.559","0.679"
"AZ-628","0.1235","AM38_CENTRAL_NERVOUS_SYSTEM","ACH-000269","PR300","P956.PRN.2","DMSO","-0.555","0.68"
"AZ-628","0.3704","UO31_KIDNEY","ACH-000428","PR500","P101","DMSO","-0.555","0.68"
"AZ-628","0.3704","SKNFI_AUTONOMIC_GANGLIA","ACH-000341","PR300","P946.PRN3","DMSO","-0.556","0.68"
"AZ-628","0.004572","SW1573_LUNG","ACH-000677","PR500","P103","DMSO","-0.556","0.68"
"AZ-628","0.004572","SKLU1_LUNG","ACH-000309","PR500","P106","DMSO","-0.556","0.68"
"AZ-628","0.004572","MCC26_SKIN","ACH-001552","PR300","P124","DMSO","-0.557","0.68"
"AZ-628","0.004572","T3M5_THYROID","ACH-002042","PR300","P125","DMSO","-0.555","0.68"
"AZ-628","0.004572","RH4_SOFT_TISSUE","ACH-001765","PR300","P945.PRN3","DMSO","-0.556","0.68"
"AZ-628","10.0","TOV112D_OVARY","ACH-000048","PR500","P102","DMSO","-0.555","0.681"
"AZ-628","3.333","PACADD161_PANCREAS","ACH-001379","PR300","P121","DMSO","-0.555","0.681"
"AZ-628","0.1235","TM87_SOFT_TISSUE","ACH-000172","PR300","P944.PRN3","DMSO","-0.553","0.681"
"AZ-628","0.3704","UMUC5_URINARY_TRACT","ACH-001411","PR300","P122","DMSO","-0.555","0.681"
"AZ-628","0.01372","8505C_THYROID","ACH-001307","PR500","P107","DMSO","-0.555","0.681"
"AZ-628","0.01372","NCIH2030_LUNG","ACH-000521","PR500","P112","DMSO","-0.554","0.681"
"AZ-628","0.004572","BECKER_CENTRAL_NERVOUS_SYSTEM","ACH-001016","PR500","P103","DMSO","-0.555","0.681"
"AZ-628","0.004572","KURAMOCHI_OVARY","ACH-000524","PR500","P108","DMSO","-0.555","0.681"
"AZ-628","10.0","CHL1_SKIN","ACH-001024","PR500","P104","DMSO","-0.551","0.682"
"AZ-628","1.111","MCC142_SKIN","ACH-001551","PR300","P122","DMSO","-0.552","0.682"
"AZ-628","3.333","SKUT1_SOFT_TISSUE","ACH-000939","PR500","P108","DMSO","-0.553","0.682"
"AZ-628","3.333","HSC3_UPPER_AERODIGESTIVE_TRACT","ACH-000778","PR500","P112","DMSO","-0.552","0.682"
"AZ-628","3.333","U2OS_BONE","ACH-000364","PR300","P944.PRN3","DMSO","-0.553","0.682"
"AZ-628","3.333","HEC50B_ENDOMETRIUM","ACH-000831","PR300","P947.PRN3","DMSO","-0.552","0.682"
"AZ-628","0.01372","UPCISCC072_UPPER_AERODIGESTIVE_TRACT","ACH-001693","PR300","P126","DMSO","-0.552","0.682"
"AZ-628","3.333","HARA_LUNG","ACH-000843","PR500","P111","DMSO","-0.551","0.683"
"AZ-628","0.004572","HCC1359_LUNG","ACH-000901","PR500","P106","DMSO","-0.549","0.683"
"AZ-628","0.004572","OE19_OESOPHAGUS","ACH-000679","PR500","P111","DMSO","-0.55","0.683"
"AZ-628","0.004572","SCC9_UPPER_AERODIGESTIVE_TRACT","ACH-000181","PR300","P949.PRN3","DMSO","-0.55","0.683"
"AZ-628","1.111","MG63_BONE","ACH-000359","PR500","P105","DMSO","-0.548","0.684"
"AZ-628","1.111","M059K_CENTRAL_NERVOUS_SYSTEM","ACH-000152","PR300","P947.PRN3","DMSO","-0.549","0.684"
"AZ-628","3.333","TOV112D_OVARY","ACH-000048","PR500","P102","DMSO","-0.548","0.684"
"AZ-628","0.004572","SJSA1_BONE","ACH-000748","PR500","P102","DMSO","-0.548","0.684"
"AZ-628","10.0","CAL12T_LUNG","ACH-000826","PR500","P101","DMSO","-0.547","0.685"
"AZ-628","3.333","HEC265_ENDOMETRIUM","ACH-000946","PR500","P109","DMSO","-0.546","0.685"
"AZ-628","0.3704","VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001703","PR300","P952.PRN.2","DMSO","-0.547","0.685"
"AZ-628","0.01372","MKN74_STOMACH","ACH-000758","PR500","P106","DMSO","-0.546","0.685"
"AZ-628","0.04115","OV7_OVARY","ACH-000688","PR500","P103","DMSO","-0.546","0.685"
"AZ-628","0.004572","CADOES1_BONE","ACH-000210","PR500","P103","DMSO","-0.547","0.685"
"AZ-628","0.004572","KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000101","PR300","P951.PRN.2","DMSO","-0.546","0.685"
"AZ-628","10.0","KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000658","PR300","P952.PRN.2","DMSO","-0.543","0.686"
"AZ-628","1.111","HEC108_ENDOMETRIUM","ACH-000990","PR500","P116","DMSO","-0.544","0.686"
"AZ-628","0.1235","BECKER_CENTRAL_NERVOUS_SYSTEM","ACH-001016","PR500","P103","DMSO","-0.543","0.686"
"AZ-628","0.1235","BT12_SOFT_TISSUE","ACH-000160","PR300","P956.PRN.2","DMSO","-0.545","0.686"
"AZ-628","0.004572","253JBV_URINARY_TRACT","ACH-000026","PR500","P104","DMSO","-0.544","0.686"
"AZ-628","0.004572","NCIH1838_LUNG","ACH-000733","PR500","P106","DMSO","-0.544","0.686"
"AZ-628","0.004572","HCC1806_BREAST","ACH-000624","PR500","P115","DMSO","-0.543","0.686"
"AZ-628","0.004572","OSRC2_KIDNEY","ACH-000159","PR500","P117","DMSO","-0.543","0.686"
"AZ-628","10.0","SNU601_STOMACH","ACH-000736","PR500","P111","DMSO","-0.542","0.687"
"AZ-628","10.0","DANG_PANCREAS","ACH-000243","PR500","P114","DMSO","-0.541","0.687"
"AZ-628","10.0","UMRC3_KIDNEY","ACH-001687","PR300","P123","DMSO","-0.542","0.687"
"AZ-628","1.111","CL11_LARGE_INTESTINE","ACH-000249","PR300","P948.PRN3","DMSO","-0.542","0.687"
"AZ-628","3.333","BCPAP_THYROID","ACH-000456","PR500","P116","DMSO","-0.542","0.687"
"AZ-628","0.1235","CASKI_CERVIX","ACH-001336","PR300","P122","DMSO","-0.541","0.687"
"AZ-628","0.3704","NCIH727_LUNG","ACH-000775","PR500","P115","DMSO","-0.541","0.687"
"AZ-628","0.3704","SKPNDW_BONE","ACH-001193","PR300","P944.PRN3","DMSO","-0.541","0.687"
"AZ-628","0.01372","TGBC18TKB_LARGE_INTESTINE","ACH-002023","PR300","P125","DMSO","-0.541","0.687"
"AZ-628","0.004572","THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000146","PR300","P954.PRN.2","DMSO","-0.542","0.687"
"AZ-628","0.004572","SNU478_BILIARY_TRACT","ACH-000377","PR300","P956.PRN.2","DMSO","-0.541","0.687"
"AZ-628","3.333","GOS3_CENTRAL_NERVOUS_SYSTEM","ACH-000027","PR500","P114","DMSO","-0.539","0.688"
"AZ-628","3.333","BT474_BREAST","ACH-000927","PR500","P119","DMSO","-0.54","0.688"
"AZ-628","0.01372","SCABER_URINARY_TRACT","ACH-000839","PR500","P108","DMSO","-0.54","0.688"
"AZ-628","0.04115","KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001106","PR300","P950.PRN.2","DMSO","-0.54","0.688"
"AZ-628","0.004572","TGW_AUTONOMIC_GANGLIA","ACH-001674","PR300","P126","DMSO","-0.539","0.688"
"AZ-628","0.004572","U87MG_CENTRAL_NERVOUS_SYSTEM","ACH-000075","PR300","P956.PRN.2","DMSO","-0.539","0.688"
"AZ-628","0.3704","NCIH2052_PLEURA","ACH-000153","PR500","P108","DMSO","-0.538","0.689"
"AZ-628","0.3704","SW1463_LARGE_INTESTINE","ACH-000470","PR300","P949.PRN3","DMSO","-0.537","0.689"
"AZ-628","0.04115","SNU466_CENTRAL_NERVOUS_SYSTEM","ACH-000289","PR500","P116","DMSO","-0.537","0.689"
"AZ-628","0.004572","LS1034_LARGE_INTESTINE","ACH-000252","PR500","P119","DMSO","-0.537","0.689"
"AZ-628","10.0","SNU668_STOMACH","ACH-000344","PR500","P112","DMSO","-0.535","0.69"
"AZ-628","3.333","HSC5_SKIN","ACH-001524","PR300","P123","DMSO","-0.535","0.69"
"AZ-628","0.1235","HS944T_SKIN","ACH-000632","PR500","P105","DMSO","-0.536","0.69"
"AZ-628","0.3704","SKMES1_LUNG","ACH-000665","PR500","P119","DMSO","-0.535","0.69"
"AZ-628","0.004572","A549_LUNG","ACH-000681","PR500","P107","DMSO","-0.536","0.69"
"AZ-628","0.004572","SW900_LUNG","ACH-000669","PR500","P119","DMSO","-0.536","0.69"
"AZ-628","0.004572","MB1_THYROID","ACH-001356","PR300","P126","DMSO","-0.535","0.69"
"AZ-628","1.111","CASKI_CERVIX","ACH-001336","PR300","P122","DMSO","-0.533","0.691"
"AZ-628","1.111","SISO_CERVIX","ACH-001650","PR300","P124","DMSO","-0.533","0.691"
"AZ-628","0.01372","TM31_CENTRAL_NERVOUS_SYSTEM","ACH-000592","PR500","P116","DMSO","-0.533","0.691"
"AZ-628","0.01372","NP2_CENTRAL_NERVOUS_SYSTEM","ACH-001608","PR300","P121","DMSO","-0.534","0.691"
"AZ-628","0.004572","SF539_CENTRAL_NERVOUS_SYSTEM","ACH-000273","PR500","P105","DMSO","-0.534","0.691"
"AZ-628","0.004572","G292CLONEA141B1_BONE","ACH-000082","PR500","P108","DMSO","-0.534","0.691"
"AZ-628","0.004572","BICR6_UPPER_AERODIGESTIVE_TRACT","ACH-000415","PR500","P119","DMSO","-0.534","0.691"
"AZ-628","0.004572","HTMMT_ENDOMETRIUM","ACH-002046","PR300","P126","DMSO","-0.534","0.691"
"AZ-628","0.004572","ONS76_CENTRAL_NERVOUS_SYSTEM","ACH-000776","PR300","P945.PRN3","DMSO","-0.533","0.691"
"AZ-628","0.004572","TC106_BONE","ACH-001283","PR300","P946.PRN3","DMSO","-0.532","0.691"
"AZ-628","10.0","G292CLONEA141B1_BONE","ACH-000082","PR500","P108","DMSO","-0.531","0.692"
"AZ-628","10.0","SW900_LUNG","ACH-000669","PR500","P119","DMSO","-0.532","0.692"
"AZ-628","3.333","94T778_SOFT_TISSUE","ACH-001795","PR300","P125","DMSO","-0.532","0.692"
"AZ-628","0.1235","NCIH1563_LUNG","ACH-000892","PR500","P106","DMSO","-0.532","0.692"
"AZ-628","0.3704","HTMMT_ENDOMETRIUM","ACH-002046","PR300","P126","DMSO","-0.531","0.692"
"AZ-628","0.04115","AGS_STOMACH","ACH-000880","PR500","P101","DMSO","-0.532","0.692"
"AZ-628","0.004572","COV318_OVARY","ACH-000256","PR300","P948.PRN3","DMSO","-0.53","0.692"
"AZ-628","0.004572","BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000432","PR300","P953.PRN.2","DMSO","-0.531","0.692"
"AZ-628","1.111","TT1TKB_LARGE_INTESTINE","ACH-002025","PR300","P125","DMSO","-0.53","0.693"
"AZ-628","0.3704","RERFGC1B_STOMACH","ACH-000144","PR300","P949.PRN3","DMSO","-0.529","0.693"
"AZ-628","0.01372","SKMEL2_SKIN","ACH-001190","PR500","P119","DMSO","-0.528","0.693"
"AZ-628","10.0","NCIH1573_LUNG","ACH-000916","PR500","P106","DMSO","-0.527","0.694"
"AZ-628","3.333","SNU1214_UPPER_AERODIGESTIVE_TRACT","ACH-000715","PR500","P120","DMSO","-0.527","0.694"
"AZ-628","0.1235","SG231_BILIARY_TRACT","ACH-001857","PR300","P122","DMSO","-0.528","0.694"
"AZ-628","0.3704","KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001106","PR300","P950.PRN.2","DMSO","-0.527","0.694"
"AZ-628","0.004572","253J_URINARY_TRACT","ACH-000011","PR500","P104","DMSO","-0.528","0.694"
"AZ-628","0.004572","KYSE270_OESOPHAGUS","ACH-000873","PR500","P105","DMSO","-0.527","0.694"
"AZ-628","0.004572","GOS3_CENTRAL_NERVOUS_SYSTEM","ACH-000027","PR500","P114","DMSO","-0.526","0.694"
"AZ-628","3.333","KYSE150_OESOPHAGUS","ACH-000855","PR500","P105","DMSO","-0.526","0.695"
"AZ-628","3.333","SKN_ENDOMETRIUM","ACH-001655","PR300","P125","DMSO","-0.525","0.695"
"AZ-628","0.3704","SUM159PT_BREAST","ACH-001391","PR300","P121","DMSO","-0.526","0.695"
"AZ-628","0.004572","YD15_SALIVARY_GLAND","ACH-000836","PR500","P101","DMSO","-0.524","0.695"
"AZ-628","0.004572","PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT","ACH-000732","PR500","P106","DMSO","-0.525","0.695"
"AZ-628","0.004572","HEC59_ENDOMETRIUM","ACH-000994","PR500","P115","DMSO","-0.526","0.695"
"AZ-628","10.0","COLO741_SKIN","ACH-000582","PR500","P116","DMSO","-0.523","0.696"
"AZ-628","1.111","ES2_OVARY","ACH-000906","PR500","P101","DMSO","-0.524","0.696"
"AZ-628","1.111","BT474_BREAST","ACH-000927","PR500","P119","DMSO","-0.523","0.696"
"AZ-628","1.111","NP5_CENTRAL_NERVOUS_SYSTEM","ACH-001610","PR300","P121","DMSO","-0.522","0.696"
"AZ-628","1.111","DOTC24510_CERVIX","ACH-001341","PR300","P125","DMSO","-0.523","0.696"
"AZ-628","0.004572","DL_SOFT_TISSUE","ACH-001059","PR300","P946.PRN3","DMSO","-0.522","0.696"
"AZ-628","0.004572","BL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001449","PR300","P950.PRN.2","DMSO","-0.523","0.696"
"AZ-628","3.333","GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000073","PR300","P952.PRN.2","DMSO","-0.521","0.697"
"AZ-628","0.1235","CHAGOK1_LUNG","ACH-000867","PR300","P947.PRN3","DMSO","-0.522","0.697"
"AZ-628","0.3704","WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000534","PR300","P951.PRN.2","DMSO","-0.52","0.697"
"AZ-628","0.004572","RMGI_OVARY","ACH-000719","PR500","P103","DMSO","-0.52","0.697"
"AZ-628","0.004572","EBC1_LUNG","ACH-000563","PR500","P113","DMSO","-0.521","0.697"
"AZ-628","0.004572","OE21_OESOPHAGUS","ACH-000544","PR500","P118","DMSO","-0.52","0.697"
"AZ-628","0.004572","UMUC11_URINARY_TRACT","ACH-001413","PR300","P123","DMSO","-0.522","0.697"
"AZ-628","0.004572","PANC0504_PANCREAS","ACH-000093","PR300","P948.PRN3","DMSO","-0.52","0.697"
"AZ-628","0.004572","MDAMB361_BREAST","ACH-000934","PR300","P949.PRN3","DMSO","-0.522","0.697"
"AZ-628","0.004572","OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001148","PR300","P954.PRN.2","DMSO","-0.52","0.697"
"AZ-628","1.111","RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001638","PR300","P952.PRN.2","DMSO","-0.519","0.698"
"AZ-628","3.333","OC316_OVARY","ACH-001145","PR500","P105","DMSO","-0.519","0.698"
"AZ-628","3.333","SW1990_PANCREAS","ACH-000155","PR500","P115","DMSO","-0.519","0.698"
"AZ-628","3.333","NCIH358_LUNG","ACH-000860","PR500","P115","DMSO","-0.518","0.698"
"AZ-628","0.3704","DANG_PANCREAS","ACH-000243","PR500","P114","DMSO","-0.52","0.698"
"AZ-628","0.3704","THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000146","PR300","P954.PRN.2","DMSO","-0.518","0.698"
"AZ-628","0.01372","BT16_SOFT_TISSUE","ACH-001020","PR300","P946.PRN3","DMSO","-0.519","0.698"
"AZ-628","0.004572","HT144_SKIN","ACH-000322","PR500","P111","DMSO","-0.52","0.698"
"AZ-628","0.004572","MDAMB231_BREAST","ACH-000768","PR500","P112","DMSO","-0.518","0.698"
"AZ-628","0.004572","MDAMB453_BREAST","ACH-000910","PR300","P956.PRN.2","DMSO","-0.519","0.698"
"AZ-628","10.0","SKOV3_OVARY","ACH-000811","PR500","P106","DMSO","-0.517","0.699"
"AZ-628","1.111","NCIH727_LUNG","ACH-000775","PR500","P115","DMSO","-0.517","0.699"
"AZ-628","0.1235","A388_SKIN","ACH-001442","PR300","P123","DMSO","-0.517","0.699"
"AZ-628","0.1235","SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000059","PR300","P956.PRN.2","DMSO","-0.517","0.699"
"AZ-628","0.3704","ANGMCSS_CENTRAL_NERVOUS_SYSTEM","ACH-001329","PR300","P122","DMSO","-0.517","0.699"
"AZ-628","0.004572","CHLA10_BONE","ACH-001029","PR300","P946.PRN3","DMSO","-0.517","0.699"
"AZ-628","10.0","CAPAN2_PANCREAS","ACH-000107","PR500","P120","DMSO","-0.515","0.70"
"AZ-628","1.111","C75_LARGE_INTESTINE","ACH-001458","PR300","P126","DMSO","-0.514","0.70"
"AZ-628","3.333","CALU1_LUNG","ACH-000511","PR500","P106","DMSO","-0.515","0.70"
"AZ-628","0.3704","OVTOKO_OVARY","ACH-000663","PR500","P114","DMSO","-0.514","0.70"
"AZ-628","0.3704","CHAGOK1_LUNG","ACH-000867","PR300","P947.PRN3","DMSO","-0.514","0.70"
"AZ-628","0.01372","OE33_OESOPHAGUS","ACH-000383","PR500","P109","DMSO","-0.514","0.70"
"AZ-628","0.04115","SKMEL24_SKIN","ACH-000822","PR500","P118","DMSO","-0.516","0.70"
"AZ-628","0.004572","JEG3_PLACENTA","ACH-001530","PR300","P122","DMSO","-0.514","0.70"
"AZ-628","10.0","CAL120_BREAST","ACH-000212","PR500","P110","DMSO","-0.512","0.701"
"AZ-628","10.0","NCIH2170_LUNG","ACH-000481","PR500","P117","DMSO","-0.513","0.701"
"AZ-628","10.0","NCIH2228_LUNG","ACH-000447","PR500","P120","DMSO","-0.513","0.701"
"AZ-628","3.333","NCIH596_LUNG","ACH-000628","PR500","P115","DMSO","-0.512","0.701"
"AZ-628","0.01372","TE15_OESOPHAGUS","ACH-000353","PR300","P947.PRN3","DMSO","-0.512","0.701"
"AZ-628","0.004572","NCIH1975_LUNG","ACH-000587","PR500","P107","DMSO","-0.513","0.701"
"AZ-628","0.1235","T3M10_LUNG","ACH-000813","PR500","P112","DMSO","-0.511","0.702"
"AZ-628","0.01372","PMFKO14_LARGE_INTESTINE","ACH-002022","PR300","P126","DMSO","-0.51","0.702"
"AZ-628","0.004572","VMRCRCW_KIDNEY","ACH-000484","PR500","P103","DMSO","-0.51","0.702"
"AZ-628","0.004572","COLO783_SKIN","ACH-000812","PR500","P109","DMSO","-0.51","0.702"
"AZ-628","0.004572","KYSE140_OESOPHAGUS","ACH-000823","PR500","P118","DMSO","-0.511","0.702"
"AZ-628","0.004572","94T778_SOFT_TISSUE","ACH-001795","PR300","P125","DMSO","-0.51","0.702"
"AZ-628","10.0","CAKI1_KIDNEY","ACH-000433","PR500","P103","DMSO","-0.508","0.703"
"AZ-628","1.111","PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT","ACH-000732","PR500","P106","DMSO","-0.507","0.703"
"AZ-628","0.1235","PA1_OVARY","ACH-001374","PR300","P121","DMSO","-0.508","0.703"
"AZ-628","0.3704","NCIH157DM_LUNG","ACH-000921","PR500","P107","DMSO","-0.509","0.703"
"AZ-628","10.0","G361_SKIN","ACH-000572","PR500","P101","DMSO","-0.506","0.704"
"AZ-628","10.0","TE9_OESOPHAGUS","ACH-000694","PR500","P113","DMSO","-0.506","0.704"
"AZ-628","1.111","HEP3B217_LIVER","ACH-000625","PR500","P113","DMSO","-0.506","0.704"
"AZ-628","1.111","TE15_OESOPHAGUS","ACH-000353","PR300","P947.PRN3","DMSO","-0.506","0.704"
"AZ-628","3.333","HEC251_ENDOMETRIUM","ACH-000996","PR500","P117","DMSO","-0.506","0.704"
"AZ-628","0.3704","NCIH460_LUNG","ACH-000463","PR500","P102","DMSO","-0.507","0.704"
"AZ-628","0.3704","9505BIK_PANCREAS","ACH-001999","PR300","P124","DMSO","-0.507","0.704"
"AZ-628","0.3704","HCC1395_BREAST","ACH-000699","PR300","P949.PRN3","DMSO","-0.506","0.704"
"AZ-628","0.004572","MALME3M_SKIN","ACH-000477","PR500","P120","DMSO","-0.507","0.704"
